"","Compound.Name","Note","type","SampID","replicate","FinalBMIS","BMISdArea","DatOrg","Flu","RF","cell/mL","BMISd_Normed"
"386","cAMP",NA,"Smp","LB12HL","EF","AreatoBMIS",121902,"HILIC_FS",67.8,753.7,51100.86,2.38551758228726
"387","cAMP",NA,"Smp","RB12HL","AB","AreatoBMIS",461283,"HILIC_FS",227.3,753.7,171316.01,2.69258547406048
"388","cAMP",NA,"Smp","RB12HL","CD","AreatoBMIS",445636,"HILIC_FS",196.2,753.7,147875.94,3.01358016726724
"389","cAMP",NA,"Smp","RB12HL","EF","AreatoBMIS",476485,"HILIC_FS",200.8,753.7,151342.96,3.14837901941392
"390","cAMP",NA,"Smp","LB12LL","AB","AreatoBMIS",68572,"HILIC_FS",57.4,753.7,43262.38,1.58502606652708
"391","cAMP",NA,"Smp","LB12LL","CD","AreatoBMIS",117592,"HILIC_FS",50.3,753.7,37911.11,3.10178203698072
"392","cAMP",NA,"Smp","LB12LL","EF","AreatoBMIS",130150,"HILIC_FS",58.5,753.7,44091.45,2.95181945706027
"393","cAMP",NA,"Smp","RB12LL","AB","AreatoBMIS",582900,"HILIC_FS",215.5,753.7,162422.35,3.58879181344193
"394","cAMP",NA,"Smp","RB12LL","CD","AreatoBMIS",372210,"HILIC_FS",201.7,753.7,152021.29,2.44840706193192
"395","cAMP",NA,"Smp","RB12LL","EF","AreatoBMIS",504276,"HILIC_FS",255.4,753.7,192494.98,2.61968390032821
"396","cGMP",NA,"Smp","LB12HL","AB","AreatoBMIS",57485,"HILIC_FS",60.9,753.7,45900.33,1.25238751006801
"397","cGMP",NA,"Smp","LB12HL","CD","AreatoBMIS",73306,"HILIC_FS",65.1,753.7,49065.87,1.49403240990122
"398","cGMP",NA,"Smp","RB12HL","AB","AreatoBMIS",65133,"HILIC_FS",227.3,753.7,171316.01,0.380192137325636
"399","cGMP",NA,"Smp","RB12HL","CD","AreatoBMIS",100495,"HILIC_FS",196.2,753.7,147875.94,0.679589931938894
"400","cGMP",NA,"Smp","RB12HL","EF","AreatoBMIS",109408,"HILIC_FS",200.8,753.7,151342.96,0.722914366152215
"401","Picolinic Acid",NA,"Smp","LB12HL","AB","AreatoBMIS",9740939,"HILIC_FS",60.9,753.7,45900.33,212.219367486029
"402","Picolinic Acid",NA,"Smp","LB12HL","CD","AreatoBMIS",9113060,"HILIC_FS",65.1,753.7,49065.87,185.731140607514
"403","Picolinic Acid",NA,"Smp","LB12HL","EF","AreatoBMIS",9863800,"HILIC_FS",67.8,753.7,51100.86,193.026105627185
"404","Picolinic Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",21878254,"HILIC_FS",227.3,753.7,171316.01,127.70700181495
"405","Picolinic Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",19039006,"HILIC_FS",196.2,753.7,147875.94,128.749856129401
"406","Picolinic Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",20966024,"HILIC_FS",200.8,753.7,151342.96,138.533196390503
"407","Picolinic Acid",NA,"Smp","RB12LL","AB","AreatoBMIS",21682378,"HILIC_FS",215.5,753.7,162422.35,133.493807964236
"408","Picolinic Acid",NA,"Smp","RB12LL","CD","AreatoBMIS",18568192,"HILIC_FS",201.7,753.7,152021.29,122.14204997208
"409","Picolinic Acid",NA,"Smp","RB12LL","EF","AreatoBMIS",20847624,"HILIC_FS",255.4,753.7,192494.98,108.302169750089
"410","Adenine",NA,"Smp","RB12HL","AB","AreatoBMIS",566378,"HILIC_FS",227.3,753.7,171316.01,3.30604244168423
"411","Adenine",NA,"Smp","RB12HL","CD","AreatoBMIS",545138,"HILIC_FS",196.2,753.7,147875.94,3.68645501086925
"412","Adenine",NA,"Smp","RB12HL","EF","AreatoBMIS",642139,"HILIC_FS",200.8,753.7,151342.96,4.24293934782298
"413","Cytosine",NA,"Smp","LB12HL","AB","AreatoBMIS",236129,"HILIC_FS",60.9,753.7,45900.33,5.14438567217273
"414","Cytosine",NA,"Smp","LB12HL","CD","AreatoBMIS",283128,"HILIC_FS",65.1,753.7,49065.87,5.77036542916695
"415","Cytosine",NA,"Smp","LB12HL","EF","AreatoBMIS",246444,"HILIC_FS",67.8,753.7,51100.86,4.82269770019526
"416","Cytosine",NA,"Smp","RB12HL","AB","AreatoBMIS",1009678,"HILIC_FS",227.3,753.7,171316.01,5.89365815839395
"417","Cytosine",NA,"Smp","RB12HL","CD","AreatoBMIS",1035413,"HILIC_FS",196.2,753.7,147875.94,7.00190308173189
"418","Cytosine",NA,"Smp","RB12HL","EF","AreatoBMIS",1069265,"HILIC_FS",200.8,753.7,151342.96,7.06517832081519
"419","Cytosine",NA,"Smp","LB12LL","AB","AreatoBMIS",114186,"HILIC_FS",57.4,753.7,43262.38,2.63938322394653
"420","Cytosine",NA,"Smp","LB12LL","CD","AreatoBMIS",58984,"HILIC_FS",50.3,753.7,37911.11,1.55584998698271
"421","Cytosine",NA,"Smp","LB12LL","EF","AreatoBMIS",94242,"HILIC_FS",58.5,753.7,44091.45,2.13742120070898
"422","Cytosine",NA,"Smp","RB12LL","AB","AreatoBMIS",891923,"HILIC_FS",215.5,753.7,162422.35,5.49138095834717
"423","Cytosine",NA,"Smp","RB12LL","CD","AreatoBMIS",645338,"HILIC_FS",201.7,753.7,152021.29,4.24505015054141
"424","Cytosine",NA,"Smp","RB12LL","EF","AreatoBMIS",751833,"HILIC_FS",255.4,753.7,192494.98,3.90572782729191
"425","Guanine",NA,"Smp","LB12HL","AB","AreatoBMIS",626243,"HILIC_FS",60.9,753.7,45900.33,13.6435402534143
"426","Guanine",NA,"Smp","LB12HL","CD","AreatoBMIS",683735,"HILIC_FS",65.1,753.7,49065.87,13.9350428311981
"427","Guanine",NA,"Smp","LB12HL","EF","AreatoBMIS",594439,"HILIC_FS",67.8,753.7,51100.86,11.6326613681257
"428","Guanine",NA,"Smp","RB12HL","AB","AreatoBMIS",682454,"HILIC_FS",227.3,753.7,171316.01,3.9835973298701
"429","Guanine",NA,"Smp","RB12HL","CD","AreatoBMIS",1001058,"HILIC_FS",196.2,753.7,147875.94,6.76957996006653
"430","Guanine",NA,"Smp","RB12HL","EF","AreatoBMIS",999406,"HILIC_FS",200.8,753.7,151342.96,6.60358433586868
"431","Adenosine",NA,"Smp","LB12HL","AB","AreatoBMIS",109541,"HILIC_FS",60.9,753.7,45900.33,2.38649700339845
"432","Adenosine",NA,"Smp","LB12HL","CD","AreatoBMIS",116662,"HILIC_FS",65.1,753.7,49065.87,2.37766088729294
"433","Adenosine",NA,"Smp","LB12HL","EF","AreatoBMIS",117568,"HILIC_FS",67.8,753.7,51100.86,2.30070491964323
"434","Adenosine",NA,"Smp","RB12HL","AB","AreatoBMIS",493422,"HILIC_FS",227.3,753.7,171316.01,2.88018615423042
"435","Adenosine",NA,"Smp","RB12HL","CD","AreatoBMIS",468933,"HILIC_FS",196.2,753.7,147875.94,3.17112438980946
"436","Adenosine",NA,"Smp","RB12HL","EF","AreatoBMIS",485955,"HILIC_FS",200.8,753.7,151342.96,3.21095213150318
"437","Adenosine",NA,"Smp","LB12LL","AB","AreatoBMIS",58039,"HILIC_FS",57.4,753.7,43262.38,1.34155818519462
"438","Adenosine",NA,"Smp","LB12LL","CD","AreatoBMIS",32816,"HILIC_FS",50.3,753.7,37911.11,0.865603776834812
"439","Adenosine",NA,"Smp","LB12LL","EF","AreatoBMIS",53886,"HILIC_FS",58.5,753.7,44091.45,1.22214170774606
"440","Adenosine",NA,"Smp","RB12LL","AB","AreatoBMIS",459702,"HILIC_FS",215.5,753.7,162422.35,2.83028782676768
"441","Adenosine",NA,"Smp","RB12LL","CD","AreatoBMIS",318591,"HILIC_FS",201.7,753.7,152021.29,2.09569988519371
"442","Adenosine",NA,"Smp","RB12LL","EF","AreatoBMIS",384983,"HILIC_FS",255.4,753.7,192494.98,1.99996384321295
"443","UDP-glucose",NA,"Smp","LB12HL","AB","AreatoBMIS",619780,"HILIC_FS",60.9,753.7,45900.33,13.5027351655206
"444","UDP-glucose",NA,"Smp","LB12HL","CD","AreatoBMIS",1349952,"HILIC_FS",65.1,753.7,49065.87,27.5130554089839
"445","UDP-glucose",NA,"Smp","LB12HL","EF","AreatoBMIS",844823,"HILIC_FS",67.8,753.7,51100.86,16.5324614889064
"446","UDP-glucose",NA,"Smp","RB12HL","AB","AreatoBMIS",5748724,"HILIC_FS",227.3,753.7,171316.01,33.5562566510859
"447","UDP-glucose",NA,"Smp","RB12HL","CD","AreatoBMIS",3134864,"HILIC_FS",196.2,753.7,147875.94,21.1992836698113
"448","UDP-glucose",NA,"Smp","RB12HL","EF","AreatoBMIS",2686029,"HILIC_FS",200.8,753.7,151342.96,17.7479613191126
"449","UDP-glucose",NA,"Smp","LB12LL","AB","AreatoBMIS",523143,"HILIC_FS",57.4,753.7,43262.38,12.0923305652625
"450","UDP-glucose",NA,"Smp","LB12LL","CD","AreatoBMIS",505964,"HILIC_FS",50.3,753.7,37911.11,13.3460613524637
"451","UDP-glucose",NA,"Smp","LB12LL","EF","AreatoBMIS",464891,"HILIC_FS",58.5,753.7,44091.45,10.5437902359755
"452","UDP-glucose",NA,"Smp","RB12LL","AB","AreatoBMIS",2101800,"HILIC_FS",215.5,753.7,162422.35,12.9403373365796
"453","UDP-glucose",NA,"Smp","RB12LL","CD","AreatoBMIS",2212050,"HILIC_FS",201.7,753.7,152021.29,14.5509224398767
"454","UDP-glucose",NA,"Smp","RB12LL","EF","AreatoBMIS",3943516,"HILIC_FS",255.4,753.7,192494.98,20.4863316435577
"455","Aconitic Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",542889,"HILIC_FS",227.3,753.7,171316.01,3.1689332479784
"456","Aconitic Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",363227,"HILIC_FS",196.2,753.7,147875.94,2.45629545955887
"457","Aconitic Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",256627,"HILIC_FS",200.8,753.7,151342.96,1.69566526252691
"458","Citric Acid",NA,"Smp","LB12HL","AB","AreatoBMIS",8427976,"HILIC_FS",60.9,753.7,45900.33,183.614714752595
"459","Citric Acid",NA,"Smp","LB12HL","CD","AreatoBMIS",4755386,"HILIC_FS",65.1,753.7,49065.87,96.9184078464317
"460","Citric Acid",NA,"Smp","LB12HL","EF","AreatoBMIS",8321269,"HILIC_FS",67.8,753.7,51100.86,162.84009701598
"461","Citric Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",63711475,"HILIC_FS",227.3,753.7,171316.01,371.894459834781
"462","Citric Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",45619607,"HILIC_FS",196.2,753.7,147875.94,308.499185195374
"463","Citric Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",42411191,"HILIC_FS",200.8,753.7,151342.96,280.232334559863
"464","Citric Acid",NA,"Smp","LB12LL","AB","AreatoBMIS",3635901,"HILIC_FS",57.4,753.7,43262.38,84.0430184377281
"465","Citric Acid",NA,"Smp","LB12LL","CD","AreatoBMIS",6185405,"HILIC_FS",50.3,753.7,37911.11,163.155470784158
"466","Citric Acid",NA,"Smp","LB12LL","EF","AreatoBMIS",9917781,"HILIC_FS",58.5,753.7,44091.45,224.936603355072
"467","Citric Acid",NA,"Smp","RB12LL","AB","AreatoBMIS",7691402,"HILIC_FS",215.5,753.7,162422.35,47.3543327011338
"468","Citric Acid",NA,"Smp","RB12LL","CD","AreatoBMIS",9811669,"HILIC_FS",201.7,753.7,152021.29,64.5414139032763
"469","Citric Acid",NA,"Smp","RB12LL","EF","AreatoBMIS",7654197,"HILIC_FS",255.4,753.7,192494.98,39.7630992766668
"470","Fumaric Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",2281031,"HILIC_FS",227.3,753.7,171316.01,13.314756746903
"471","Fumaric Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",1908017,"HILIC_FS",196.2,753.7,147875.94,12.902822460503
"472","Fumaric Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",1165124,"HILIC_FS",200.8,753.7,151342.96,7.69856754486631
"473","Gluconic Acid",NA,"Smp","LB12HL","AB","AreatoBMIS",6227387,"HILIC_FS",60.9,753.7,45900.33,135.671943970773
"474","Gluconic Acid",NA,"Smp","LB12HL","CD","AreatoBMIS",4074880,"HILIC_FS",65.1,753.7,49065.87,83.0491745076567
"475","Gluconic Acid",NA,"Smp","LB12HL","EF","AreatoBMIS",4965685,"HILIC_FS",67.8,753.7,51100.86,97.174196285542
"476","Gluconic Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",34205434,"HILIC_FS",227.3,753.7,171316.01,199.662798590745
"477","Gluconic Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",32689688,"HILIC_FS",196.2,753.7,147875.94,221.061573640715
"478","Gluconic Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",29865814,"HILIC_FS",200.8,753.7,151342.96,197.33864066092
"479","Gluconic Acid",NA,"Smp","LB12LL","AB","AreatoBMIS",4612901,"HILIC_FS",57.4,753.7,43262.38,106.626149555341
"480","Gluconic Acid",NA,"Smp","LB12LL","CD","AreatoBMIS",4860499,"HILIC_FS",50.3,753.7,37911.11,128.207773394132
"481","Gluconic Acid",NA,"Smp","LB12LL","EF","AreatoBMIS",5383886,"HILIC_FS",58.5,753.7,44091.45,122.107256622316
"482","Gluconic Acid",NA,"Smp","RB12LL","AB","AreatoBMIS",16032112,"HILIC_FS",215.5,753.7,162422.35,98.7063172032667
"483","Gluconic Acid",NA,"Smp","RB12LL","CD","AreatoBMIS",14476967,"HILIC_FS",201.7,753.7,152021.29,95.2298655010755
"484","Gluconic Acid",NA,"Smp","RB12LL","EF","AreatoBMIS",13415296,"HILIC_FS",255.4,753.7,192494.98,69.6916667645047
"485","Ketoglutaric Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",13511069,"HILIC_FS",227.3,753.7,171316.01,78.8663534715757
"486","Ketoglutaric Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",10695719,"HILIC_FS",196.2,753.7,147875.94,72.3290009179316
"487","Ketoglutaric Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",8795534,"HILIC_FS",200.8,753.7,151342.96,58.1165717916446
"488","Orotic Acid",NA,"Smp","RB12HL","AB","AreatoBMIS",2305580,"HILIC_FS",227.3,753.7,171316.01,13.4580533366379
"489","Orotic Acid",NA,"Smp","RB12HL","CD","AreatoBMIS",4206742,"HILIC_FS",196.2,753.7,147875.94,28.4477785906213
"490","Orotic Acid",NA,"Smp","RB12HL","EF","AreatoBMIS",3212353,"HILIC_FS",200.8,753.7,151342.96,21.2256519893624
"491","Orotic Acid",NA,"Smp","RB12LL","AB","AreatoBMIS",1315521,"HILIC_FS",215.5,753.7,162422.35,8.09938410569728
"492","Orotic Acid",NA,"Smp","RB12LL","CD","AreatoBMIS",1094325,"HILIC_FS",201.7,753.7,152021.29,7.19849831559777
"493","Orotic Acid",NA,"Smp","RB12LL","EF","AreatoBMIS",1293804,"HILIC_FS",255.4,753.7,192494.98,6.72123501610276
"494","glycerol 3 phosphate",NA,"Smp","LB12HL","AB","AreatoBMIS",873366,"HILIC_FS",60.9,753.7,45900.33,19.0274449007229
"495","glycerol 3 phosphate",NA,"Smp","LB12HL","CD","AreatoBMIS",883984,"HILIC_FS",65.1,753.7,49065.87,18.0162707804835
"496","glycerol 3 phosphate",NA,"Smp","LB12HL","EF","AreatoBMIS",895848,"HILIC_FS",67.8,753.7,51100.86,17.530976973773
"497","glycerol 3 phosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",7720578,"HILIC_FS",227.3,753.7,171316.01,45.066295905444
"498","glycerol 3 phosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",7673883,"HILIC_FS",196.2,753.7,147875.94,51.8940606565206
"499","glycerol 3 phosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",9063586,"HILIC_FS",200.8,753.7,151342.96,59.8877278467396
"500","glycerol 3 phosphate",NA,"Smp","LB12LL","AB","AreatoBMIS",470839,"HILIC_FS",57.4,753.7,43262.38,10.883335590876
"501","glycerol 3 phosphate",NA,"Smp","LB12LL","CD","AreatoBMIS",335395,"HILIC_FS",50.3,753.7,37911.11,8.84687892282763
"502","glycerol 3 phosphate",NA,"Smp","LB12LL","EF","AreatoBMIS",524374,"HILIC_FS",58.5,753.7,44091.45,11.8928726544489
"503","glycerol 3 phosphate",NA,"Smp","RB12LL","AB","AreatoBMIS",2022312,"HILIC_FS",215.5,753.7,162422.35,12.4509465600024
"504","glycerol 3 phosphate",NA,"Smp","RB12LL","CD","AreatoBMIS",1770148,"HILIC_FS",201.7,753.7,152021.29,11.6440795891154
"505","glycerol 3 phosphate",NA,"Smp","RB12LL","EF","AreatoBMIS",1665635,"HILIC_FS",255.4,753.7,192494.98,8.65287499964934
"506","NAD",NA,"Smp","LB12HL","AB","AreatoBMIS",1168207,"HILIC_FS",60.9,753.7,45900.33,25.4509499169178
"507","NAD",NA,"Smp","LB12HL","CD","AreatoBMIS",980263,"HILIC_FS",65.1,753.7,49065.87,19.9785105206532
"508","NAD",NA,"Smp","LB12HL","EF","AreatoBMIS",1059505,"HILIC_FS",67.8,753.7,51100.86,20.7336040919859
"509","NAD",NA,"Smp","RB12HL","AB","AreatoBMIS",5527563,"HILIC_FS",227.3,753.7,171316.01,32.2653031669369
"510","NAD",NA,"Smp","RB12HL","CD","AreatoBMIS",4840635,"HILIC_FS",196.2,753.7,147875.94,32.7344326602421
"511","NAD",NA,"Smp","RB12HL","EF","AreatoBMIS",4396794,"HILIC_FS",200.8,753.7,151342.96,29.0518567893743
"512","NAD",NA,"Smp","LB12LL","AB","AreatoBMIS",465586,"HILIC_FS",57.4,753.7,43262.38,10.7619136996162
"513","NAD",NA,"Smp","LB12LL","CD","AreatoBMIS",519029,"HILIC_FS",50.3,753.7,37911.11,13.69068328519
"514","NAD",NA,"Smp","LB12LL","EF","AreatoBMIS",616944,"HILIC_FS",58.5,753.7,44091.45,13.992372670892
"515","NAD",NA,"Smp","RB12LL","AB","AreatoBMIS",1897212,"HILIC_FS",215.5,753.7,162422.35,11.6807323622642
"516","NAD",NA,"Smp","RB12LL","CD","AreatoBMIS",1693307,"HILIC_FS",201.7,753.7,152021.29,11.1386174923262
"517","NAD",NA,"Smp","RB12LL","EF","AreatoBMIS",2338587,"HILIC_FS",255.4,753.7,192494.98,12.1488207121038
"518","Riboflavin Monophosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",223138,"HILIC_FS",227.3,753.7,171316.01,1.3024935614599
"519","Riboflavin Monophosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",183211,"HILIC_FS",196.2,753.7,147875.94,1.23895070421868
"520","Riboflavin Monophosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",266679,"HILIC_FS",200.8,753.7,151342.96,1.76208394496843
"521","Riboflavin Monophosphate",NA,"Smp","RB12LL","EF","AreatoBMIS",112316,"HILIC_FS",255.4,753.7,192494.98,0.583474956074179
"522","Fructose 6 phosphate",NA,"Smp","LB12HL","AB","AreatoBMIS",233058,"HILIC_FS",60.9,753.7,45900.33,5.0774798351123
"523","Fructose 6 phosphate",NA,"Smp","LB12HL","CD","AreatoBMIS",123849,"HILIC_FS",65.1,753.7,49065.87,2.52413745032953
"524","Fructose 6 phosphate",NA,"Smp","LB12HL","EF","AreatoBMIS",126108,"HILIC_FS",67.8,753.7,51100.86,2.46782539471938
"525","Fructose 6 phosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",1897021,"HILIC_FS",227.3,753.7,171316.01,11.0732266061999
"526","Fructose 6 phosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",1768627,"HILIC_FS",196.2,753.7,147875.94,11.9602079959728
"527","Fructose 6 phosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",2133037,"HILIC_FS",200.8,753.7,151342.96,14.0940615936149
"528","Fructose 6 phosphate",NA,"Smp","LB12LL","AB","AreatoBMIS",34497,"HILIC_FS",57.4,753.7,43262.38,0.797390249912279
"529","Fructose 6 phosphate",NA,"Smp","LB12LL","CD","AreatoBMIS",64330,"HILIC_FS",50.3,753.7,37911.11,1.6968640591109
"530","Fructose 6 phosphate",NA,"Smp","LB12LL","EF","AreatoBMIS",65766,"HILIC_FS",58.5,753.7,44091.45,1.49158170121418
"531","Fructose 6 phosphate",NA,"Smp","RB12LL","AB","AreatoBMIS",534626,"HILIC_FS",215.5,753.7,162422.35,3.291579022222
"532","Fructose 6 phosphate",NA,"Smp","RB12LL","CD","AreatoBMIS",510801,"HILIC_FS",201.7,753.7,152021.29,3.36006226496302
"533","Fructose 6 phosphate",NA,"Smp","RB12LL","EF","AreatoBMIS",612257,"HILIC_FS",255.4,753.7,192494.98,3.18063878860633
"534","Glucose 6 phosphate",NA,"Smp","LB12HL","AB","AreatoBMIS",993413,"HILIC_FS",60.9,753.7,45900.33,21.6428291474157
"535","Glucose 6 phosphate",NA,"Smp","LB12HL","CD","AreatoBMIS",1529830,"HILIC_FS",65.1,753.7,49065.87,31.1791067803343
"536","Glucose 6 phosphate",NA,"Smp","LB12HL","EF","AreatoBMIS",1112257,"HILIC_FS",67.8,753.7,51100.86,21.7659154855711
"537","Glucose 6 phosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",8979260,"HILIC_FS",227.3,753.7,171316.01,52.4134317627407
"538","Glucose 6 phosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",9509211,"HILIC_FS",196.2,753.7,147875.94,64.3053291833682
"539","Glucose 6 phosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",11105283,"HILIC_FS",200.8,753.7,151342.96,73.3782595503616
"540","Glucose 6 phosphate",NA,"Smp","LB12LL","AB","AreatoBMIS",626198,"HILIC_FS",57.4,753.7,43262.38,14.47442327491
"541","Glucose 6 phosphate",NA,"Smp","LB12LL","CD","AreatoBMIS",433958,"HILIC_FS",50.3,753.7,37911.11,11.4467236649098
"542","Glucose 6 phosphate",NA,"Smp","LB12LL","EF","AreatoBMIS",683937,"HILIC_FS",58.5,753.7,44091.45,15.5117828966841
"543","Glucose 6 phosphate",NA,"Smp","RB12LL","AB","AreatoBMIS",3000211,"HILIC_FS",215.5,753.7,162422.35,18.471663536453
"544","Glucose 6 phosphate",NA,"Smp","RB12LL","CD","AreatoBMIS",2229311,"HILIC_FS",201.7,753.7,152021.29,14.6644657468701
"545","Glucose 6 phosphate",NA,"Smp","RB12LL","EF","AreatoBMIS",2419559,"HILIC_FS",255.4,753.7,192494.98,12.5694654478782
"546","Ribose 5 phosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",590927,"HILIC_FS",227.3,753.7,171316.01,3.44933903141919
"547","Ribose 5 phosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",442668,"HILIC_FS",196.2,753.7,147875.94,2.99350928893504
"548","Ribose 5 phosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",424959,"HILIC_FS",200.8,753.7,151342.96,2.80792050056375
"549","Thiamine monophosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",1024397,"HILIC_FS",227.3,753.7,171316.01,5.97957540570785
"550","Thiamine monophosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",623511,"HILIC_FS",196.2,753.7,147875.94,4.21644657000997
"551","Thiamine monophosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",681044,"HILIC_FS",200.8,753.7,151342.96,4.50000449310625
"552","Thiamine monophosphate",NA,"Smp","RB12LL","AB","AreatoBMIS",395255,"HILIC_FS",215.5,753.7,162422.35,2.43350130077542
"553","Thiamine monophosphate",NA,"Smp","RB12LL","CD","AreatoBMIS",135051,"HILIC_FS",201.7,753.7,152021.29,0.88836899094857
"554","Thiamine monophosphate",NA,"Smp","RB12LL","EF","AreatoBMIS",132953,"HILIC_FS",255.4,753.7,192494.98,0.690682946640998
"555","Thiamine pyrophosphate",NA,"Smp","RB12HL","AB","AreatoBMIS",7778281,"HILIC_FS",227.3,753.7,171316.01,45.4031178989051
"556","Thiamine pyrophosphate",NA,"Smp","RB12HL","CD","AreatoBMIS",4784873,"HILIC_FS",196.2,753.7,147875.94,32.3573462998781
"557","Thiamine pyrophosphate",NA,"Smp","RB12HL","EF","AreatoBMIS",5035924,"HILIC_FS",200.8,753.7,151342.96,33.2749141420255
"558","Thiamine pyrophosphate",NA,"Smp","RB12LL","AB","AreatoBMIS",2802094,"HILIC_FS",215.5,753.7,162422.35,17.2518991382651
"559","Thiamine pyrophosphate",NA,"Smp","RB12LL","CD","AreatoBMIS",1752966,"HILIC_FS",201.7,753.7,152021.29,11.531055946177
"560","Thiamine pyrophosphate",NA,"Smp","RB12LL","EF","AreatoBMIS",1774686,"HILIC_FS",255.4,753.7,192494.98,9.21938847444229
"561","Dimethyl Glycine","BackFilled","Smp","LB12HL","AB","AreatoBMIS",44924830,"HILIC_FS",60.9,753.7,45900.33,978.747429484712
"562","Dimethyl Glycine","BackFilled","Smp","LB12HL","CD","AreatoBMIS",44924830,"HILIC_FS",65.1,753.7,49065.87,915.602434034085
"563","Dimethyl Glycine","BackFilled","Smp","LB12HL","EF","AreatoBMIS",44924830,"HILIC_FS",67.8,753.7,51100.86,879.140390200869
"564","Dimethyl Glycine","BackFilled","Smp","LB12LL","AB","AreatoBMIS",44924830,"HILIC_FS",57.4,753.7,43262.38,1038.42715079476
"565","Dimethyl Glycine","BackFilled","Smp","LB12LL","CD","AreatoBMIS",44924830,"HILIC_FS",50.3,753.7,37911.11,1185.00434305405
"566","Dimethyl Glycine","BackFilled","Smp","LB12LL","EF","AreatoBMIS",44924830,"HILIC_FS",58.5,753.7,44091.45,1018.90117018152
"567","Glutathione","BackFilled","Smp","LB12HL","AB","AreatoBMIS",676003,"HILIC_FS",60.9,753.7,45900.33,14.7276283198835
"568","Glutathione","BackFilled","Smp","LB12HL","EF","AreatoBMIS",676003,"HILIC_FS",67.8,753.7,51100.86,13.2287988890989
"569","Glutathione","BackFilled","Smp","LB12LL","AB","AreatoBMIS",676003,"HILIC_FS",57.4,753.7,43262.38,15.6256544369496
"570","Glutathione","BackFilled","Smp","LB12LL","CD","AreatoBMIS",676003,"HILIC_FS",50.3,753.7,37911.11,17.8312637113501
"571","Glutathione","BackFilled","Smp","LB12LL","EF","AreatoBMIS",676003,"HILIC_FS",58.5,753.7,44091.45,15.3318387124941
"572","Glutathione","BackFilled","Smp","RB12LL","AB","AreatoBMIS",676003,"HILIC_FS",215.5,753.7,162422.35,4.16200726070027
"573","Glutathione","BackFilled","Smp","RB12LL","CD","AreatoBMIS",676003,"HILIC_FS",201.7,753.7,152021.29,4.44676531819984
"574","Cystathionine","BackFilled","Smp","RB12LL","AB","AreatoBMIS",33598,"HILIC_FS",215.5,753.7,162422.35,0.206855768310211
"575","Cystathionine","BackFilled","Smp","RB12LL","CD","AreatoBMIS",33598,"HILIC_FS",201.7,753.7,152021.29,0.221008517951663
"576","Cystathionine","BackFilled","Smp","RB12LL","EF","AreatoBMIS",33598,"HILIC_FS",255.4,753.7,192494.98,0.174539616565585
"577","DHAP","BackFilled","Smp","LB12HL","AB","AreatoBMIS",161449,"HILIC_FS",60.9,753.7,45900.33,3.51738211903923
"578","DHAP","BackFilled","Smp","LB12HL","CD","AreatoBMIS",161449,"HILIC_FS",65.1,753.7,49065.87,3.29045424039154
"579","DHAP","BackFilled","Smp","LB12HL","EF","AreatoBMIS",161449,"HILIC_FS",67.8,753.7,51100.86,3.15941845205736
"580","DHAP","BackFilled","Smp","LB12LL","AB","AreatoBMIS",161449,"HILIC_FS",57.4,753.7,43262.38,3.73185663849284
"581","DHAP","BackFilled","Smp","LB12LL","CD","AreatoBMIS",161449,"HILIC_FS",50.3,753.7,37911.11,4.25861970277314
