"","Compound.Name","Note","type","SampID","replicate","FinalBMIS","BMISdArea","DatOrg","Flu","RF","cell/mL","BMISd_Normed"
"764","Glucosylglycerol",NA,"Smp","LB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",87695.2075140767,"HILIC_FS",50.3,753.7,37911.11,2.31317963293812
"765","Glucosylglycerol",NA,"Smp","LB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",94464.9450763386,"HILIC_FS",58.5,753.7,44091.45,2.14247762494403
"766","Glucosylglycerol",NA,"Smp","RB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",566201.212581563,"HILIC_FS",215.5,753.7,162422.35,3.48598091692161
"767","Glucosylglycerol",NA,"Smp","RB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",222580.54950278,"HILIC_FS",201.7,753.7,152021.29,1.46414064439777
"768","Glucosylglycerol",NA,"Smp","RB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",326889.918144646,"HILIC_FS",255.4,753.7,192494.98,1.69817372974945
"769","NADH",NA,"Smp","RB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",27890.4449142352,"HILIC_FS",227.3,753.7,171316.01,0.162801158597117
"770","NADH",NA,"Smp","RB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",23632.9522542713,"HILIC_FS",196.2,753.7,147875.94,0.159816074570828
"771","NADH",NA,"Smp","RB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",37055.2406361659,"HILIC_FS",200.8,753.7,151342.96,0.244842843275736
"772","NADP",NA,"Smp","RB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",1263724.84912367,"HILIC_FS",227.3,753.7,171316.01,7.37657180507338
"773","NADP",NA,"Smp","RB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",1065601.94864743,"HILIC_FS",196.2,753.7,147875.94,7.20605359227083
"774","NADP",NA,"Smp","RB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",1128064.50247322,"HILIC_FS",200.8,753.7,151342.96,7.45369657414667
"775","NADP",NA,"Smp","RB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",543436.083282387,"HILIC_FS",215.5,753.7,162422.35,3.34582083858771
"776","NADP",NA,"Smp","RB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",380662.979854174,"HILIC_FS",201.7,753.7,152021.29,2.50401098329171
"777","NADP",NA,"Smp","RB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",418854.115994403,"HILIC_FS",255.4,753.7,192494.98,2.17592228116496
"778","NADH","BackFilled","Smp","LB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",459.094782626711,"HILIC_FS",60.9,753.7,45900.33,0.01000199307122
"779","NADH","BackFilled","Smp","LB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",460.797720188736,"HILIC_FS",65.1,753.7,49065.87,0.0093914103670991
"780","NADH","BackFilled","Smp","LB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",332.855646639634,"HILIC_FS",67.8,753.7,51100.86,0.00651369950798547
"781","NADH","BackFilled","Smp","LB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",403.629270198344,"HILIC_FS",57.4,753.7,43262.38,0.00932979808781543
"782","NADH","BackFilled","Smp","LB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",380.340378445576,"HILIC_FS",50.3,753.7,37911.11,0.0100324252823401
"783","NADH","BackFilled","Smp","LB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",418.450554276163,"HILIC_FS",58.5,753.7,44091.45,0.00949051469788731
"784","NADH","BackFilled","Smp","RB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",511.149968759489,"HILIC_FS",215.5,753.7,162422.35,0.0031470420712389
"785","NADH","BackFilled","Smp","RB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",449.620506484194,"HILIC_FS",201.7,753.7,152021.29,0.00295761538718816
"786","NADH","BackFilled","Smp","RB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",410.972071081261,"HILIC_FS",255.4,753.7,192494.98,0.00213497552549818
"787","NADP","BackFilled","Smp","LB12HL","AB","13C-Sulfoacetic Acid.Norm.Area",30438.805996969,"HILIC_FS",60.9,753.7,45900.33,0.663150047003343
"788","NADP","BackFilled","Smp","LB12HL","CD","13C-Sulfoacetic Acid.Norm.Area",30551.7138060686,"HILIC_FS",65.1,753.7,49065.87,0.622667320605312
"789","NADP","BackFilled","Smp","LB12HL","EF","13C-Sulfoacetic Acid.Norm.Area",22068.9252774575,"HILIC_FS",67.8,753.7,51100.86,0.431869938734054
"790","NADP","BackFilled","Smp","LB12LL","AB","13C-Sulfoacetic Acid.Norm.Area",26761.3432240969,"HILIC_FS",57.4,753.7,43262.38,0.618582316185492
"791","NADP","BackFilled","Smp","LB12LL","CD","13C-Sulfoacetic Acid.Norm.Area",25217.2480072202,"HILIC_FS",50.3,753.7,37911.11,0.665167757082824
"792","NADP","BackFilled","Smp","LB12LL","EF","13C-Sulfoacetic Acid.Norm.Area",27744.0208927244,"HILIC_FS",58.5,753.7,44091.45,0.629238115161204
"793","Uridine",NA,"Smp","LB12HL","AB","d4 Succinic Acid.Norm.Area",100944.80790374,"HILIC_FS",60.9,753.7,45900.33,2.19921747629571
"794","Uridine",NA,"Smp","LB12HL","CD","d4 Succinic Acid.Norm.Area",91600.3246230662,"HILIC_FS",65.1,753.7,49065.87,1.86688475355815
"795","Uridine",NA,"Smp","LB12HL","EF","d4 Succinic Acid.Norm.Area",106945.273105934,"HILIC_FS",67.8,753.7,51100.86,2.09282726564551
"796","Uridine",NA,"Smp","RB12HL","AB","d4 Succinic Acid.Norm.Area",523531.454783299,"HILIC_FS",227.3,753.7,171316.01,3.05594004193361
"797","Uridine",NA,"Smp","RB12HL","CD","d4 Succinic Acid.Norm.Area",492396.394006688,"HILIC_FS",196.2,753.7,147875.94,3.32979383939462
"798","Uridine",NA,"Smp","RB12HL","EF","d4 Succinic Acid.Norm.Area",546532.065605846,"HILIC_FS",200.8,753.7,151342.96,3.61121564958057
"799","Uridine",NA,"Smp","LB12LL","AB","d4 Succinic Acid.Norm.Area",89652.7372718944,"HILIC_FS",57.4,753.7,43262.38,2.07230247785476
"800","Uridine",NA,"Smp","LB12LL","CD","d4 Succinic Acid.Norm.Area",98119.0599314292,"HILIC_FS",50.3,753.7,37911.11,2.58813471648362
"801","Uridine",NA,"Smp","LB12LL","EF","d4 Succinic Acid.Norm.Area",118938.686969972,"HILIC_FS",58.5,753.7,44091.45,2.69754537376231
"802","Uridine",NA,"Smp","RB12LL","AB","d4 Succinic Acid.Norm.Area",891161.62072863,"HILIC_FS",215.5,753.7,162422.35,5.48669330747049
"803","Uridine",NA,"Smp","RB12LL","CD","d4 Succinic Acid.Norm.Area",788853.483672054,"HILIC_FS",201.7,753.7,152021.29,5.18909873526303
"804","Uridine",NA,"Smp","RB12LL","EF","d4 Succinic Acid.Norm.Area",1194223.82446644,"HILIC_FS",255.4,753.7,192494.98,6.20392191249059
"805","UDP-glucosamine",NA,"Smp","LB12HL","AB","d4 Succinic Acid.Norm.Area",916701.218690361,"HILIC_FS",60.9,753.7,45900.33,19.9715605245182
"806","UDP-glucosamine",NA,"Smp","LB12HL","CD","d4 Succinic Acid.Norm.Area",653891.743706435,"HILIC_FS",65.1,753.7,49065.87,13.3268144171587
"807","UDP-glucosamine",NA,"Smp","LB12HL","EF","d4 Succinic Acid.Norm.Area",833273.545111886,"HILIC_FS",67.8,753.7,51100.86,16.3064485629378
"808","UDP-glucosamine",NA,"Smp","RB12HL","AB","d4 Succinic Acid.Norm.Area",3012307.25796851,"HILIC_FS",227.3,753.7,171316.01,17.583337704214
"809","UDP-glucosamine",NA,"Smp","RB12HL","CD","d4 Succinic Acid.Norm.Area",2856406.35340278,"HILIC_FS",196.2,753.7,147875.94,19.316234631562
"810","UDP-glucosamine",NA,"Smp","RB12HL","EF","d4 Succinic Acid.Norm.Area",2534486.84142086,"HILIC_FS",200.8,753.7,151342.96,16.746645112669
"811","UDP-glucosamine",NA,"Smp","LB12LL","AB","d4 Succinic Acid.Norm.Area",1038368.72157292,"HILIC_FS",57.4,753.7,43262.38,24.0016550539503
"812","UDP-glucosamine",NA,"Smp","LB12LL","CD","d4 Succinic Acid.Norm.Area",409709.780385757,"HILIC_FS",50.3,753.7,37911.11,10.8071164464917
"813","UDP-glucosamine",NA,"Smp","LB12LL","EF","d4 Succinic Acid.Norm.Area",887696.552109008,"HILIC_FS",58.5,753.7,44091.45,20.1330768688489
"814","UDP-glucosamine",NA,"Smp","RB12LL","AB","d4 Succinic Acid.Norm.Area",2499217.19584336,"HILIC_FS",215.5,753.7,162422.35,15.3871508191044
"815","UDP-glucosamine",NA,"Smp","RB12LL","CD","d4 Succinic Acid.Norm.Area",2463927.69413324,"HILIC_FS",201.7,753.7,152021.29,16.2077804637313
"816","UDP-glucosamine",NA,"Smp","RB12LL","EF","d4 Succinic Acid.Norm.Area",3809760.66696505,"HILIC_FS",255.4,753.7,192494.98,19.7914806244041
"817","Malic Acid",NA,"Smp","LB12HL","AB","d4 Succinic Acid.Norm.Area",13256207.0616988,"HILIC_FS",60.9,753.7,45900.33,288.804177697608
"818","Malic Acid",NA,"Smp","LB12HL","CD","d4 Succinic Acid.Norm.Area",12962196.4198882,"HILIC_FS",65.1,753.7,49065.87,264.179488102182
"819","Malic Acid",NA,"Smp","LB12HL","EF","d4 Succinic Acid.Norm.Area",13456559.8103202,"HILIC_FS",67.8,753.7,51100.86,263.333333535291
"820","Malic Acid",NA,"Smp","RB12HL","AB","d4 Succinic Acid.Norm.Area",30885629.6549666,"HILIC_FS",227.3,753.7,171316.01,180.284549324763
"821","Malic Acid",NA,"Smp","RB12HL","CD","d4 Succinic Acid.Norm.Area",37791171.3291004,"HILIC_FS",196.2,753.7,147875.94,255.559973644803
"822","Malic Acid",NA,"Smp","RB12HL","EF","d4 Succinic Acid.Norm.Area",32480961.381142,"HILIC_FS",200.8,753.7,151342.96,214.618251031578
"823","Malic Acid",NA,"Smp","LB12LL","AB","d4 Succinic Acid.Norm.Area",2394447.39384339,"HILIC_FS",57.4,753.7,43262.38,55.3471028141168
"824","Malic Acid",NA,"Smp","LB12LL","CD","d4 Succinic Acid.Norm.Area",1441356.5877803,"HILIC_FS",50.3,753.7,37911.11,38.0193718353354
"825","Malic Acid",NA,"Smp","LB12LL","EF","d4 Succinic Acid.Norm.Area",1647423.90585447,"HILIC_FS",58.5,753.7,44091.45,37.363795154264
"826","Malic Acid",NA,"Smp","RB12LL","AB","d4 Succinic Acid.Norm.Area",2384433.07532949,"HILIC_FS",215.5,753.7,162422.35,14.6804493059575
"827","Malic Acid",NA,"Smp","RB12LL","CD","d4 Succinic Acid.Norm.Area",1720899.44381748,"HILIC_FS",201.7,753.7,152021.29,11.3201213054927
"828","Malic Acid",NA,"Smp","RB12LL","EF","d4 Succinic Acid.Norm.Area",4215096.25352327,"HILIC_FS",255.4,753.7,192494.98,21.8971749472286
"829","FAD",NA,"Smp","LB12HL","AB","d4 Succinic Acid.Norm.Area",251838.61588052,"HILIC_FS",60.9,753.7,45900.33,5.48664063810695
"830","FAD",NA,"Smp","LB12HL","CD","d4 Succinic Acid.Norm.Area",231534.256982877,"HILIC_FS",65.1,753.7,49065.87,4.71884544150295
"831","FAD",NA,"Smp","LB12HL","EF","d4 Succinic Acid.Norm.Area",189088.466537349,"HILIC_FS",67.8,753.7,51100.86,3.70029910528608
"832","FAD",NA,"Smp","RB12HL","AB","d4 Succinic Acid.Norm.Area",1825481.22999676,"HILIC_FS",227.3,753.7,171316.01,10.6556370884237
"833","FAD",NA,"Smp","RB12HL","CD","d4 Succinic Acid.Norm.Area",960729.141657514,"HILIC_FS",196.2,753.7,147875.94,6.49685906752318
"834","FAD",NA,"Smp","RB12HL","EF","d4 Succinic Acid.Norm.Area",1282756.97054781,"HILIC_FS",200.8,753.7,151342.96,8.4758284795527
"835","FAD",NA,"Smp","LB12LL","AB","d4 Succinic Acid.Norm.Area",267691.912352541,"HILIC_FS",57.4,753.7,43262.38,6.18763721164996
"836","FAD",NA,"Smp","LB12LL","CD","d4 Succinic Acid.Norm.Area",90332.8216814111,"HILIC_FS",50.3,753.7,37911.11,2.38275327948485
"837","FAD",NA,"Smp","LB12LL","EF","d4 Succinic Acid.Norm.Area",150227.198883742,"HILIC_FS",58.5,753.7,44091.45,3.40717302070451
"838","FAD",NA,"Smp","RB12LL","AB","d4 Succinic Acid.Norm.Area",862453.963636552,"HILIC_FS",215.5,753.7,162422.35,5.30994634443198
"839","FAD",NA,"Smp","RB12LL","CD","d4 Succinic Acid.Norm.Area",905768.461207631,"HILIC_FS",201.7,753.7,152021.29,5.95816849868614
"840","FAD",NA,"Smp","RB12LL","EF","d4 Succinic Acid.Norm.Area",1282811.97750979,"HILIC_FS",255.4,753.7,192494.98,6.66413211144412
"841","Methionine",NA,"Smp","LB12HL","AB","D-Methionine.Norm.Area",3902062.7035446,"HILIC_FS",60.9,753.7,45900.33,85.0116481416278
"842","Methionine",NA,"Smp","LB12HL","CD","D-Methionine.Norm.Area",6157258.59996141,"HILIC_FS",65.1,753.7,49065.87,125.489644837876
"843","Methionine",NA,"Smp","LB12HL","EF","D-Methionine.Norm.Area",4410635.8451659,"HILIC_FS",67.8,753.7,51100.86,86.3123604018778
"844","Methionine",NA,"Smp","RB12HL","AB","D-Methionine.Norm.Area",332037196.456358,"HILIC_FS",227.3,753.7,171316.01,1938.15625554412
"845","Methionine",NA,"Smp","RB12HL","CD","D-Methionine.Norm.Area",252796487.52304,"HILIC_FS",196.2,753.7,147875.94,1709.51736653738
"846","Methionine",NA,"Smp","RB12HL","EF","D-Methionine.Norm.Area",280699036.166365,"HILIC_FS",200.8,753.7,151342.96,1854.72146287059
"847","Methionine",NA,"Smp","LB12LL","AB","D-Methionine.Norm.Area",8256152.71810822,"HILIC_FS",57.4,753.7,43262.38,190.839078157702
"848","Methionine",NA,"Smp","LB12LL","CD","D-Methionine.Norm.Area",6301516.76640255,"HILIC_FS",50.3,753.7,37911.11,166.218207971293
"849","Methionine",NA,"Smp","LB12LL","EF","D-Methionine.Norm.Area",4324475.95068594,"HILIC_FS",58.5,753.7,44091.45,98.0796946048711
"850","Methionine",NA,"Smp","RB12LL","AB","D-Methionine.Norm.Area",132168135.33433,"HILIC_FS",215.5,753.7,162422.35,813.731209616965
"851","Methionine",NA,"Smp","RB12LL","CD","D-Methionine.Norm.Area",99107286.7732916,"HILIC_FS",201.7,753.7,152021.29,651.930310374893
"852","Methionine",NA,"Smp","RB12LL","EF","D-Methionine.Norm.Area",127983065.892388,"HILIC_FS",255.4,753.7,192494.98,664.864433827773
"853","Alanine",NA,"Smp","LB12HL","AB","Heavy Alanine.Norm.Area",4635809.04559271,"HILIC_FS",60.9,753.7,45900.33,100.997292298175
"854","Alanine",NA,"Smp","LB12HL","CD","Heavy Alanine.Norm.Area",4217579.20542875,"HILIC_FS",65.1,753.7,49065.87,85.9574935780971
"855","Alanine",NA,"Smp","LB12HL","EF","Heavy Alanine.Norm.Area",3412901.64034254,"HILIC_FS",67.8,753.7,51100.86,66.787557789488
"856","Alanine",NA,"Smp","RB12HL","AB","Heavy Alanine.Norm.Area",30660833.4100925,"HILIC_FS",227.3,753.7,171316.01,178.972376312596
"857","Alanine",NA,"Smp","RB12HL","CD","Heavy Alanine.Norm.Area",28137715.5444299,"HILIC_FS",196.2,753.7,147875.94,190.279199878154
"858","Alanine",NA,"Smp","RB12HL","EF","Heavy Alanine.Norm.Area",29290697.9255731,"HILIC_FS",200.8,753.7,151342.96,193.538555910187
"859","Alanine",NA,"Smp","LB12LL","AB","Heavy Alanine.Norm.Area",2769168.48519484,"HILIC_FS",57.4,753.7,43262.38,64.0086949722794
"860","Alanine",NA,"Smp","LB12LL","CD","Heavy Alanine.Norm.Area",2344960.09974363,"HILIC_FS",50.3,753.7,37911.11,61.8541662257748
"861","Alanine",NA,"Smp","LB12LL","EF","Heavy Alanine.Norm.Area",2634049.94399463,"HILIC_FS",58.5,753.7,44091.45,59.7406060357423
"862","Alanine",NA,"Smp","RB12LL","AB","Heavy Alanine.Norm.Area",13138951.4160877,"HILIC_FS",215.5,753.7,162422.35,80.893740400183
"863","Alanine",NA,"Smp","RB12LL","CD","Heavy Alanine.Norm.Area",10595921.5760973,"HILIC_FS",201.7,753.7,152021.29,69.700247748834
"864","Alanine",NA,"Smp","RB12LL","EF","Heavy Alanine.Norm.Area",13659583.9324411,"HILIC_FS",255.4,753.7,192494.98,70.9607280794598
"865","Betaine",NA,"Smp","RB12HL","AB","AreatoBMIS",133239756000,"HILIC_Dil",227.3,753.7,171316.01,777742.582260701
"866","Betaine",NA,"Smp","RB12HL","CD","AreatoBMIS",135573516000,"HILIC_Dil",196.2,753.7,147875.94,916805.776517803
"867","Betaine",NA,"Smp","RB12HL","EF","AreatoBMIS",148752306400,"HILIC_Dil",200.8,753.7,151342.96,982882.232513491
"868","Betaine",NA,"Smp","RB12LL","AB","AreatoBMIS",45325391200,"HILIC_Dil",215.5,753.7,162422.35,279058.83149702
"869","Betaine",NA,"Smp","RB12LL","CD","AreatoBMIS",38302098400,"HILIC_Dil",201.7,753.7,152021.29,251952.199589939
"870","Betaine",NA,"Smp","RB12LL","EF","AreatoBMIS",50090860000,"HILIC_Dil",255.4,753.7,192494.98,260219.045712257
"871","Betaine",NA,"Smp","LB12HL","AB","AreatoBMIS",1322626624,"HILIC_FS",60.9,753.7,45900.33,28815.1876903717
"872","Betaine",NA,"Smp","LB12HL","CD","AreatoBMIS",2196782272,"HILIC_FS",65.1,753.7,49065.87,44772.1047644727
"873","Betaine",NA,"Smp","LB12HL","EF","AreatoBMIS",638330944,"HILIC_FS",67.8,753.7,51100.86,12491.589065233
"874","Betaine",NA,"Smp","LB12LL","AB","AreatoBMIS",3314915264,"HILIC_FS",57.4,753.7,43262.38,76623.5067049016
"875","Betaine",NA,"Smp","LB12LL","CD","AreatoBMIS",2613102272,"HILIC_FS",50.3,753.7,37911.11,68927.0842241232
"876","Betaine",NA,"Smp","LB12LL","EF","AreatoBMIS",2959138496,"HILIC_FS",58.5,753.7,44091.45,67113.6579994534
