time,lat,lon,depth,compound,treatment_type,eddy_vorticity,size_fraction_um,value
2017-07-04T08:55:00,25,-158.5,25,L-Arginine,Control,Cyclonic,5,51035479.14
2017-07-04T08:55:00,25,-158.5,25,L-Arginine,DMB,Cyclonic,5,35225508.41
2017-07-04T08:55:01,25,-158.5,25,L-Arginine,DMBnoB12,Cyclonic,5,107232222.8
2017-07-04T08:55:02,25,-158.5,25,L-Arginine,DeepSeaWater,Cyclonic,5,129185075.7
2017-07-04T08:55:03,25,-158.5,25,L-Arginine,noB12,Cyclonic,5,107524758.3
2017-07-04T08:55:04,25,-158.5,25,L-Arginine,B12,Cyclonic,5,25902334.89
2017-07-04T08:55:00,25,-158.5,15,L-Arginine,Time0,Cyclonic,5,12008985.64
2017-10-04T16:00:00,27,157,25,L-Arginine,Control,Anticyclonic,0.2,746488.261
2017-10-04T16:00:01,27,157,25,L-Arginine,DMB,Anticyclonic,0.2,936841.0887
2017-10-04T16:00:02,27,157,25,L-Arginine,DMBnoB12,Anticyclonic,0.2,3416909.167
2017-10-04T16:00:03,27,157,25,L-Arginine,DeepSeaWater,Anticyclonic,0.2,3367985
2017-10-04T16:00:04,27,157,25,L-Arginine,noB12,Anticyclonic,0.2,3111247.494
2017-10-04T16:00:05,27,157,25,L-Arginine,B12,Anticyclonic,0.2,1101729.699
2017-10-04T16:00:06,27,157,15,L-Arginine,Time0,Anticyclonic,0.2,789300.783
2017-10-04T16:00:07,27,157,25,L-Arginine,Control,Anticyclonic,5,17098276.01
2017-10-04T16:00:08,27,157,25,L-Arginine,DMB,Anticyclonic,5,37697489.82
2017-10-04T16:00:09,27,157,25,L-Arginine,DMBnoB12,Anticyclonic,5,37759556.93
2017-10-04T16:00:10,27,157,25,L-Arginine,DeepSeaWater,Anticyclonic,5,86611657.38
2017-10-04T16:00:11,27,157,25,L-Arginine,noB12,Anticyclonic,5,56012854.83
2017-10-04T16:00:12,27,157,25,L-Arginine,B12,Anticyclonic,5,17014525.6
2017-10-04T16:00:13,27,157,15,L-Arginine,Time0,Anticyclonic,5,10377548.76
2017-07-04T08:55:00,25,-158.5,25,L-Asparagine,Control,Cyclonic,0.2,345733.6344
2017-07-04T08:55:00,25,-158.5,25,L-Asparagine,DMB,Cyclonic,0.2,156665.7957
2017-07-04T08:55:01,25,-158.5,25,L-Asparagine,DMBnoB12,Cyclonic,0.2,469940.3226
2017-07-04T08:55:02,25,-158.5,25,L-Asparagine,DeepSeaWater,Cyclonic,0.2,771998.7097
2017-07-04T08:55:03,25,-158.5,25,L-Asparagine,noB12,Cyclonic,0.2,527628.8065
2017-07-04T08:55:04,25,-158.5,25,L-Asparagine,B12,Cyclonic,0.2,438437.5914
2017-07-04T08:55:00,25,-158.5,15,L-Asparagine,Time0,Cyclonic,0.2,586664.6989
2017-07-04T08:55:00,25,-158.5,25,L-Asparagine,Control,Cyclonic,5,3303509.118
2017-07-04T08:55:00,25,-158.5,25,L-Asparagine,DMB,Cyclonic,5,1947967.108
2017-07-04T08:55:01,25,-158.5,25,L-Asparagine,DMBnoB12,Cyclonic,5,6771227.774
2017-07-04T08:55:02,25,-158.5,25,L-Asparagine,DeepSeaWater,Cyclonic,5,8740967.645
2017-07-04T08:55:03,25,-158.5,25,L-Asparagine,noB12,Cyclonic,5,7282103.935
2017-07-04T08:55:04,25,-158.5,25,L-Asparagine,B12,Cyclonic,5,1479238.237
2017-07-04T08:55:00,25,-158.5,15,L-Asparagine,Time0,Cyclonic,5,673782.2581
2017-10-04T16:00:00,27,157,25,L-Asparagine,Control,Anticyclonic,0.2,133290.5484
2017-10-04T16:00:01,27,157,25,L-Asparagine,DMB,Anticyclonic,0.2,158501.5269
2017-10-04T16:00:02,27,157,25,L-Asparagine,DMBnoB12,Anticyclonic,0.2,468021.957
2017-10-04T16:00:03,27,157,25,L-Asparagine,DeepSeaWater,Anticyclonic,0.2,258731.7634
2017-10-04T16:00:04,27,157,25,L-Asparagine,noB12,Anticyclonic,0.2,377089.8065
2017-10-04T16:00:05,27,157,25,L-Asparagine,B12,Anticyclonic,0.2,70709.48387
2017-10-04T16:00:06,27,157,15,L-Asparagine,Time0,Anticyclonic,0.2,106319.6129
2017-10-04T16:00:07,27,157,25,L-Asparagine,Control,Anticyclonic,5,1599977.71
2017-10-04T16:00:08,27,157,25,L-Asparagine,DMB,Anticyclonic,5,1396985.817
2017-10-04T16:00:09,27,157,25,L-Asparagine,DMBnoB12,Anticyclonic,5,3454571.989
2017-10-04T16:00:10,27,157,25,L-Asparagine,DeepSeaWater,Anticyclonic,5,4693972.742
2017-10-04T16:00:11,27,157,25,L-Asparagine,noB12,Anticyclonic,5,4447445.301
2017-10-04T16:00:12,27,157,25,L-Asparagine,B12,Anticyclonic,5,877817.2151
2017-10-04T16:00:13,27,157,15,L-Asparagine,Time0,Anticyclonic,5,560322.0968
2017-07-04T08:55:00,25,-158.5,25,L-Aspartic acid,Control,Cyclonic,0.2,1344875.208
2017-07-04T08:55:00,25,-158.5,25,L-Aspartic acid,DMB,Cyclonic,0.2,699271.2504
2017-07-04T08:55:01,25,-158.5,25,L-Aspartic acid,DMBnoB12,Cyclonic,0.2,1019819.513
2017-07-04T08:55:02,25,-158.5,25,L-Aspartic acid,DeepSeaWater,Cyclonic,0.2,1584110.002
2017-07-04T08:55:03,25,-158.5,25,L-Aspartic acid,noB12,Cyclonic,0.2,1211516.275
2017-07-04T08:55:04,25,-158.5,25,L-Aspartic acid,B12,Cyclonic,0.2,1121246.159
2017-07-04T08:55:00,25,-158.5,15,L-Aspartic acid,Time0,Cyclonic,0.2,1692197.037
2017-07-04T08:55:00,25,-158.5,25,L-Aspartic acid,Control,Cyclonic,5,4352272.12
2017-07-04T08:55:00,25,-158.5,25,L-Aspartic acid,DMB,Cyclonic,5,2656017.196
2017-07-04T08:55:01,25,-158.5,25,L-Aspartic acid,DMBnoB12,Cyclonic,5,6253752.599
2017-07-04T08:55:02,25,-158.5,25,L-Aspartic acid,DeepSeaWater,Cyclonic,5,8183125.739
2017-07-04T08:55:03,25,-158.5,25,L-Aspartic acid,noB12,Cyclonic,5,6260137.933
2017-07-04T08:55:04,25,-158.5,25,L-Aspartic acid,B12,Cyclonic,5,2335446.262
2017-07-04T08:55:00,25,-158.5,15,L-Aspartic acid,Time0,Cyclonic,5,1358707.496
2017-10-04T16:00:00,27,157,25,L-Aspartic acid,Control,Anticyclonic,0.2,301901.438
2017-10-04T16:00:01,27,157,25,L-Aspartic acid,DMB,Anticyclonic,0.2,487391.5359
2017-10-04T16:00:02,27,157,25,L-Aspartic acid,DMBnoB12,Anticyclonic,0.2,1341083.927
2017-10-04T16:00:03,27,157,25,L-Aspartic acid,DeepSeaWater,Anticyclonic,0.2,731213.8739
2017-10-04T16:00:04,27,157,25,L-Aspartic acid,noB12,Anticyclonic,0.2,1253055.921
2017-10-04T16:00:05,27,157,25,L-Aspartic acid,B12,Anticyclonic,0.2,344671.2452
2017-10-04T16:00:06,27,157,15,L-Aspartic acid,Time0,Anticyclonic,0.2,917150.3631
2017-10-04T16:00:07,27,157,25,L-Aspartic acid,Control,Anticyclonic,5,2277834.206
2017-10-04T16:00:08,27,157,25,L-Aspartic acid,DMB,Anticyclonic,5,1855061.188
2017-10-04T16:00:09,27,157,25,L-Aspartic acid,DMBnoB12,Anticyclonic,5,3762097.743
2017-10-04T16:00:10,27,157,25,L-Aspartic acid,DeepSeaWater,Anticyclonic,5,4226354.986
2017-10-04T16:00:11,27,157,25,L-Aspartic acid,noB12,Anticyclonic,5,5049135.038
2017-10-04T16:00:12,27,157,25,L-Aspartic acid,B12,Anticyclonic,5,1675992.448
2017-10-04T16:00:13,27,157,15,L-Aspartic acid,Time0,Anticyclonic,5,937270.9548
2017-07-04T08:55:00,25,-158.5,25,L-Cystathionine,Control,Cyclonic,0.2,10140.64516
2017-07-04T08:55:00,25,-158.5,25,L-Cystathionine,DMB,Cyclonic,0.2,
2017-07-04T08:55:01,25,-158.5,25,L-Cystathionine,DMBnoB12,Cyclonic,0.2,7892.677419
2017-07-04T08:55:02,25,-158.5,25,L-Cystathionine,DeepSeaWater,Cyclonic,0.2,15772.25806
2017-07-04T08:55:03,25,-158.5,25,L-Cystathionine,noB12,Cyclonic,0.2,8389.419355
2017-07-04T08:55:04,25,-158.5,25,L-Cystathionine,B12,Cyclonic,0.2,57081.35484
2017-07-04T08:55:00,25,-158.5,15,L-Cystathionine,Time0,Cyclonic,0.2,6857.096774
2017-07-04T08:55:00,25,-158.5,25,L-Cystathionine,Control,Cyclonic,5,347700.3333
2017-07-04T08:55:00,25,-158.5,25,L-Cystathionine,DMB,Cyclonic,5,204280.3656
2017-07-04T08:55:01,25,-158.5,25,L-Cystathionine,DMBnoB12,Cyclonic,5,2172114.968
2017-07-04T08:55:02,25,-158.5,25,L-Cystathionine,DeepSeaWater,Cyclonic,5,1013691.57
2017-07-04T08:55:03,25,-158.5,25,L-Cystathionine,noB12,Cyclonic,5,2986788.581
2017-07-04T08:55:04,25,-158.5,25,L-Cystathionine,B12,Cyclonic,5,39305.60215
2017-07-04T08:55:00,25,-158.5,15,L-Cystathionine,Time0,Cyclonic,5,12468.59677
2017-10-04T16:00:00,27,157,25,L-Cystathionine,Control,Anticyclonic,0.2,
2017-10-04T16:00:01,27,157,25,L-Cystathionine,DMB,Anticyclonic,0.2,
2017-10-04T16:00:02,27,157,25,L-Cystathionine,DMBnoB12,Anticyclonic,0.2,29431.25806
2017-10-04T16:00:03,27,157,25,L-Cystathionine,DeepSeaWater,Anticyclonic,0.2,6987.129032
2017-10-04T16:00:04,27,157,25,L-Cystathionine,noB12,Anticyclonic,0.2,14549.1129
2017-10-04T16:00:05,27,157,25,L-Cystathionine,B12,Anticyclonic,0.2,
2017-10-04T16:00:06,27,157,15,L-Cystathionine,Time0,Anticyclonic,0.2,
2017-10-04T16:00:07,27,157,25,L-Cystathionine,Control,Anticyclonic,5,188205.9462
2017-10-04T16:00:08,27,157,25,L-Cystathionine,DMB,Anticyclonic,5,141769.1505
2017-10-04T16:00:09,27,157,25,L-Cystathionine,DMBnoB12,Anticyclonic,5,1844835.935
2017-10-04T16:00:10,27,157,25,L-Cystathionine,DeepSeaWater,Anticyclonic,5,952901.0215
2017-10-04T16:00:11,27,157,25,L-Cystathionine,noB12,Anticyclonic,5,2537929.075
2017-10-04T16:00:12,27,157,25,L-Cystathionine,B12,Anticyclonic,5,23907.22581
2017-10-04T16:00:13,27,157,15,L-Cystathionine,Time0,Anticyclonic,5,26090.64516
2017-07-04T08:55:00,25,-158.5,25,L-Cysteic acid,Control,Cyclonic,0.2,130728.8817
2017-07-04T08:55:00,25,-158.5,25,L-Cysteic acid,DMB,Cyclonic,0.2,191983.1183
2017-07-04T08:55:01,25,-158.5,25,L-Cysteic acid,DMBnoB12,Cyclonic,0.2,380619.3871
2017-07-04T08:55:02,25,-158.5,25,L-Cysteic acid,DeepSeaWater,Cyclonic,0.2,299076.0645
2017-07-04T08:55:03,25,-158.5,25,L-Cysteic acid,noB12,Cyclonic,0.2,372566.7419
2017-07-04T08:55:04,25,-158.5,25,L-Cysteic acid,B12,Cyclonic,0.2,262317.7849
2017-07-04T08:55:00,25,-158.5,15,L-Cysteic acid,Time0,Cyclonic,0.2,235845.7742
2017-07-04T08:55:00,25,-158.5,25,L-Cysteic acid,Control,Cyclonic,5,771350.1075
2017-07-04T08:55:00,25,-158.5,25,L-Cysteic acid,DMB,Cyclonic,5,547591.7204
2017-07-04T08:55:01,25,-158.5,25,L-Cysteic acid,DMBnoB12,Cyclonic,5,1148593.645
2017-07-04T08:55:02,25,-158.5,25,L-Cysteic acid,DeepSeaWater,Cyclonic,5,1161962.957
2017-07-04T08:55:03,25,-158.5,25,L-Cysteic acid,noB12,Cyclonic,5,1166492.258
2017-07-04T08:55:04,25,-158.5,25,L-Cysteic acid,B12,Cyclonic,5,455722.8387
2017-07-04T08:55:00,25,-158.5,15,L-Cysteic acid,Time0,Cyclonic,5,118453.1505
2017-10-04T16:00:00,27,157,25,L-Cysteic acid,Control,Anticyclonic,0.2,55130.55914
2017-10-04T16:00:01,27,157,25,L-Cysteic acid,DMB,Anticyclonic,0.2,77531.03226
2017-10-04T16:00:02,27,157,25,L-Cysteic acid,DMBnoB12,Anticyclonic,0.2,301379.8495
2017-10-04T16:00:03,27,157,25,L-Cysteic acid,DeepSeaWater,Anticyclonic,0.2,191225.0645
2017-10-04T16:00:04,27,157,25,L-Cysteic acid,noB12,Anticyclonic,0.2,222955.1183
2017-10-04T16:00:05,27,157,25,L-Cysteic acid,B12,Anticyclonic,0.2,65019.24731
2017-10-04T16:00:06,27,157,15,L-Cysteic acid,Time0,Anticyclonic,0.2,138837.6559
2017-10-04T16:00:07,27,157,25,L-Cysteic acid,Control,Anticyclonic,5,480514.7204
2017-10-04T16:00:08,27,157,25,L-Cysteic acid,DMB,Anticyclonic,5,459047.2366
2017-10-04T16:00:09,27,157,25,L-Cysteic acid,DMBnoB12,Anticyclonic,5,754129.0968
2017-10-04T16:00:10,27,157,25,L-Cysteic acid,DeepSeaWater,Anticyclonic,5,843845.4301
2017-10-04T16:00:11,27,157,25,L-Cysteic acid,noB12,Anticyclonic,5,763836.3011
2017-10-04T16:00:12,27,157,25,L-Cysteic acid,B12,Anticyclonic,5,361962.7204
2017-10-04T16:00:13,27,157,15,L-Cysteic acid,Time0,Anticyclonic,5,115776.4194
2017-07-04T08:55:00,25,-158.5,25,L-Cystine,Control,Cyclonic,0.2,3338.247808
2017-07-04T08:55:00,25,-158.5,25,L-Cystine,DMB,Cyclonic,0.2,4911.94812
2017-07-04T08:55:01,25,-158.5,25,L-Cystine,DMBnoB12,Cyclonic,0.2,
2017-07-04T08:55:02,25,-158.5,25,L-Cystine,DeepSeaWater,Cyclonic,0.2,6603.155656
2017-07-04T08:55:03,25,-158.5,25,L-Cystine,noB12,Cyclonic,0.2,
2017-07-04T08:55:04,25,-158.5,25,L-Cystine,B12,Cyclonic,0.2,9979.398353
2017-07-04T08:55:00,25,-158.5,15,L-Cystine,Time0,Cyclonic,0.2,55982.03207
2017-07-04T08:55:00,25,-158.5,25,L-Cystine,Control,Cyclonic,5,27813.27368
2017-07-04T08:55:00,25,-158.5,25,L-Cystine,DMB,Cyclonic,5,28369.38783
2017-07-04T08:55:01,25,-158.5,25,L-Cystine,DMBnoB12,Cyclonic,5,31364.55976
2017-07-04T08:55:02,25,-158.5,25,L-Cystine,DeepSeaWater,Cyclonic,5,103872.9521
2017-07-04T08:55:03,25,-158.5,25,L-Cystine,noB12,Cyclonic,5,9994.972389
2017-07-04T08:55:04,25,-158.5,25,L-Cystine,B12,Cyclonic,5,
2017-07-04T08:55:00,25,-158.5,15,L-Cystine,Time0,Cyclonic,5,37685.88996
2017-10-04T16:00:00,27,157,25,L-Cystine,Control,Anticyclonic,0.2,13337.05263
2017-10-04T16:00:01,27,157,25,L-Cystine,DMB,Anticyclonic,0.2,10736.9584
2017-10-04T16:00:02,27,157,25,L-Cystine,DMBnoB12,Anticyclonic,0.2,6245.393734
2017-10-04T16:00:03,27,157,25,L-Cystine,DeepSeaWater,Anticyclonic,0.2,
2017-10-04T16:00:04,27,157,25,L-Cystine,noB12,Anticyclonic,0.2,3135.910303
2017-10-04T16:00:05,27,157,25,L-Cystine,B12,Anticyclonic,0.2,
2017-10-04T16:00:06,27,157,15,L-Cystine,Time0,Anticyclonic,0.2,8137.002916
2017-10-04T16:00:07,27,157,25,L-Cystine,Control,Anticyclonic,5,39538.38332
2017-10-04T16:00:08,27,157,25,L-Cystine,DMB,Anticyclonic,5,49109.01867
2017-10-04T16:00:09,27,157,25,L-Cystine,DMBnoB12,Anticyclonic,5,12539.42379
2017-10-04T16:00:10,27,157,25,L-Cystine,DeepSeaWater,Anticyclonic,5,
2017-10-04T16:00:11,27,157,25,L-Cystine,noB12,Anticyclonic,5,19760.85377
2017-10-04T16:00:12,27,157,25,L-Cystine,B12,Anticyclonic,5,10701.16603
2017-10-04T16:00:13,27,157,15,L-Cystine,Time0,Anticyclonic,5,9572.933059
2017-07-04T08:55:00,25,-158.5,25,L-Glutamic acid,Control,Cyclonic,0.2,47539832.81
2017-07-04T08:55:00,25,-158.5,25,L-Glutamic acid,DMB,Cyclonic,0.2,34341839.72
2017-07-04T08:55:01,25,-158.5,25,L-Glutamic acid,DMBnoB12,Cyclonic,0.2,48052213.84
2017-07-04T08:55:02,25,-158.5,25,L-Glutamic acid,DeepSeaWater,Cyclonic,0.2,47822467.7
2017-07-04T08:55:03,25,-158.5,25,L-Glutamic acid,noB12,Cyclonic,0.2,54749936.7
2017-07-04T08:55:04,25,-158.5,25,L-Glutamic acid,B12,Cyclonic,0.2,36126099.44
2017-07-04T08:55:00,25,-158.5,15,L-Glutamic acid,Time0,Cyclonic,0.2,38762743.94
2017-07-04T08:55:00,25,-158.5,25,L-Glutamic acid,Control,Cyclonic,5,71598480.28
2017-07-04T08:55:00,25,-158.5,25,L-Glutamic acid,DMB,Cyclonic,5,52163803.85
2017-07-04T08:55:01,25,-158.5,25,L-Glutamic acid,DMBnoB12,Cyclonic,5,113377507.8
2017-07-04T08:55:02,25,-158.5,25,L-Glutamic acid,DeepSeaWater,Cyclonic,5,187484878.9
2017-07-04T08:55:03,25,-158.5,25,L-Glutamic acid,noB12,Cyclonic,5,135396729
2017-07-04T08:55:04,25,-158.5,25,L-Glutamic acid,B12,Cyclonic,5,35102255
2017-07-04T08:55:00,25,-158.5,15,L-Glutamic acid,Time0,Cyclonic,5,15429042.19
2017-10-04T16:00:00,27,157,25,L-Glutamic acid,Control,Anticyclonic,0.2,18948440.46
2017-10-04T16:00:01,27,157,25,L-Glutamic acid,DMB,Anticyclonic,0.2,28534192.59
2017-10-04T16:00:02,27,157,25,L-Glutamic acid,DMBnoB12,Anticyclonic,0.2,61054881.48
2017-10-04T16:00:03,27,157,25,L-Glutamic acid,DeepSeaWater,Anticyclonic,0.2,41113425.01
2017-10-04T16:00:04,27,157,25,L-Glutamic acid,noB12,Anticyclonic,0.2,56930369.31
2017-10-04T16:00:05,27,157,25,L-Glutamic acid,B12,Anticyclonic,0.2,21247895.89
2017-10-04T16:00:06,27,157,15,L-Glutamic acid,Time0,Anticyclonic,0.2,32516058.29
2017-10-04T16:00:07,27,157,25,L-Glutamic acid,Control,Anticyclonic,5,56496623.75
2017-10-04T16:00:08,27,157,25,L-Glutamic acid,DMB,Anticyclonic,5,45149283.14
2017-10-04T16:00:09,27,157,25,L-Glutamic acid,DMBnoB12,Anticyclonic,5,106880416.2
2017-10-04T16:00:10,27,157,25,L-Glutamic acid,DeepSeaWater,Anticyclonic,5,135722292.1
2017-10-04T16:00:11,27,157,25,L-Glutamic acid,noB12,Anticyclonic,5,141732956.5
2017-10-04T16:00:12,27,157,25,L-Glutamic acid,B12,Anticyclonic,5,42207328
2017-10-04T16:00:13,27,157,15,L-Glutamic acid,Time0,Anticyclonic,5,26082050.35
2017-07-04T08:55:00,25,-158.5,25,L-Glutamine,Control,Cyclonic,0.2,13441252.9
2017-07-04T08:55:00,25,-158.5,25,L-Glutamine,DMB,Cyclonic,0.2,16063890.01
2017-07-04T08:55:01,25,-158.5,25,L-Glutamine,DMBnoB12,Cyclonic,0.2,20980260.75
2017-07-04T08:55:02,25,-158.5,25,L-Glutamine,DeepSeaWater,Cyclonic,0.2,28161215.8
2017-07-04T08:55:03,25,-158.5,25,L-Glutamine,noB12,Cyclonic,0.2,24611837.87
2017-07-04T08:55:04,25,-158.5,25,L-Glutamine,B12,Cyclonic,0.2,28041023.85
2017-07-04T08:55:00,25,-158.5,15,L-Glutamine,Time0,Cyclonic,0.2,38977029.06
2017-07-04T08:55:00,25,-158.5,25,L-Glutamine,Control,Cyclonic,5,68772459.79
2017-07-04T08:55:00,25,-158.5,25,L-Glutamine,DMB,Cyclonic,5,50224076.39
2017-07-04T08:55:01,25,-158.5,25,L-Glutamine,DMBnoB12,Cyclonic,5,136539298.3
2017-07-04T08:55:02,25,-158.5,25,L-Glutamine,DeepSeaWater,Cyclonic,5,163416180.8
2017-07-04T08:55:03,25,-158.5,25,L-Glutamine,noB12,Cyclonic,5,114527481.5
2017-07-04T08:55:04,25,-158.5,25,L-Glutamine,B12,Cyclonic,5,33989304.23
2017-07-04T08:55:00,25,-158.5,15,L-Glutamine,Time0,Cyclonic,5,26978736.36
2017-10-04T16:00:00,27,157,25,L-Glutamine,Control,Anticyclonic,0.2,12042110.22
2017-10-04T16:00:01,27,157,25,L-Glutamine,DMB,Anticyclonic,0.2,11429563.99
2017-10-04T16:00:02,27,157,25,L-Glutamine,DMBnoB12,Anticyclonic,0.2,25727740.28
2017-10-04T16:00:03,27,157,25,L-Glutamine,DeepSeaWater,Anticyclonic,0.2,21834299.21
2017-10-04T16:00:04,27,157,25,L-Glutamine,noB12,Anticyclonic,0.2,23690651.96
2017-10-04T16:00:05,27,157,25,L-Glutamine,B12,Anticyclonic,0.2,13282010.87
2017-10-04T16:00:06,27,157,15,L-Glutamine,Time0,Anticyclonic,0.2,17187474.29
2017-10-04T16:00:07,27,157,25,L-Glutamine,Control,Anticyclonic,5,52935524.56
2017-10-04T16:00:08,27,157,25,L-Glutamine,DMB,Anticyclonic,5,43079534.09
2017-10-04T16:00:09,27,157,25,L-Glutamine,DMBnoB12,Anticyclonic,5,78973546.82
2017-10-04T16:00:10,27,157,25,L-Glutamine,DeepSeaWater,Anticyclonic,5,125999950.5
2017-10-04T16:00:11,27,157,25,L-Glutamine,noB12,Anticyclonic,5,124027063
2017-10-04T16:00:12,27,157,25,L-Glutamine,B12,Anticyclonic,5,34049519.52
2017-10-04T16:00:13,27,157,15,L-Glutamine,Time0,Anticyclonic,5,31996637.43
2017-07-04T08:55:00,25,-158.5,25,L-Histidine,Control,Cyclonic,0.2,1566236.708
2017-07-04T08:55:00,25,-158.5,25,L-Histidine,DMB,Cyclonic,0.2,1002162.562
2017-07-04T08:55:01,25,-158.5,25,L-Histidine,DMBnoB12,Cyclonic,0.2,1302476.49
2017-07-04T08:55:02,25,-158.5,25,L-Histidine,DeepSeaWater,Cyclonic,0.2,1551949.42
2017-07-04T08:55:03,25,-158.5,25,L-Histidine,noB12,Cyclonic,0.2,1338062.096
2017-07-04T08:55:04,25,-158.5,25,L-Histidine,B12,Cyclonic,0.2,1991291.604
2017-07-04T08:55:00,25,-158.5,15,L-Histidine,Time0,Cyclonic,0.2,1963115.534
2017-07-04T08:55:00,25,-158.5,25,L-Histidine,Control,Cyclonic,5,5762253.851
2017-07-04T08:55:00,25,-158.5,25,L-Histidine,DMB,Cyclonic,5,3616749.513
2017-07-04T08:55:01,25,-158.5,25,L-Histidine,DMBnoB12,Cyclonic,5,7507855.813
2017-07-04T08:55:02,25,-158.5,25,L-Histidine,DeepSeaWater,Cyclonic,5,6873966.369
2017-07-04T08:55:03,25,-158.5,25,L-Histidine,noB12,Cyclonic,5,8383900.474
2017-07-04T08:55:04,25,-158.5,25,L-Histidine,B12,Cyclonic,5,2900033.881
2017-07-04T08:55:00,25,-158.5,15,L-Histidine,Time0,Cyclonic,5,2334178.965
2017-10-04T16:00:00,27,157,25,L-Histidine,Control,Anticyclonic,0.2,431761.1375
2017-10-04T16:00:01,27,157,25,L-Histidine,DMB,Anticyclonic,0.2,586017.519
2017-10-04T16:00:02,27,157,25,L-Histidine,DMBnoB12,Anticyclonic,0.2,767224.9487
2017-10-04T16:00:03,27,157,25,L-Histidine,DeepSeaWater,Anticyclonic,0.2,417986.9426
2017-10-04T16:00:04,27,157,25,L-Histidine,noB12,Anticyclonic,0.2,733011.8102
2017-10-04T16:00:05,27,157,25,L-Histidine,B12,Anticyclonic,0.2,700964.9894
2017-10-04T16:00:06,27,157,15,L-Histidine,Time0,Anticyclonic,0.2,741297.077
2017-10-04T16:00:07,27,157,25,L-Histidine,Control,Anticyclonic,5,3141975.137
2017-10-04T16:00:08,27,157,25,L-Histidine,DMB,Anticyclonic,5,2692956.719
2017-10-04T16:00:09,27,157,25,L-Histidine,DMBnoB12,Anticyclonic,5,3016211.127
2017-10-04T16:00:10,27,157,25,L-Histidine,DeepSeaWater,Anticyclonic,5,4838541.514
2017-10-04T16:00:11,27,157,25,L-Histidine,noB12,Anticyclonic,5,4575693.216
2017-10-04T16:00:12,27,157,25,L-Histidine,B12,Anticyclonic,5,2220064.824
2017-10-04T16:00:13,27,157,15,L-Histidine,Time0,Anticyclonic,5,1458861.074
2017-07-04T08:55:00,25,-158.5,25,L-Homocystine,Control,Cyclonic,0.2,266069.6989
2017-07-04T08:55:00,25,-158.5,25,L-Homocystine,DMB,Cyclonic,0.2,238664.3871
2017-07-04T08:55:01,25,-158.5,25,L-Homocystine,DMBnoB12,Cyclonic,0.2,248165.629
2017-07-04T08:55:02,25,-158.5,25,L-Homocystine,DeepSeaWater,Cyclonic,0.2,267463.7258
2017-07-04T08:55:03,25,-158.5,25,L-Homocystine,noB12,Cyclonic,0.2,245098.957
2017-07-04T08:55:04,25,-158.5,25,L-Homocystine,B12,Cyclonic,0.2,262705.6989
2017-07-04T08:55:00,25,-158.5,15,L-Homocystine,Time0,Cyclonic,0.2,251949.1935
2017-07-04T08:55:00,25,-158.5,25,L-Homocystine,Control,Cyclonic,5,176578.5054
2017-07-04T08:55:00,25,-158.5,25,L-Homocystine,DMB,Cyclonic,5,124794.7957
2017-07-04T08:55:01,25,-158.5,25,L-Homocystine,DMBnoB12,Cyclonic,5,256658.7312
2017-07-04T08:55:02,25,-158.5,25,L-Homocystine,DeepSeaWater,Cyclonic,5,308916.7312
2017-07-04T08:55:03,25,-158.5,25,L-Homocystine,noB12,Cyclonic,5,269307.4086
2017-07-04T08:55:04,25,-158.5,25,L-Homocystine,B12,Cyclonic,5,155141.5806
2017-07-04T08:55:00,25,-158.5,15,L-Homocystine,Time0,Cyclonic,5,162983.1183
2017-10-04T16:00:00,27,157,25,L-Homocystine,Control,Anticyclonic,0.2,127506.4516
2017-10-04T16:00:01,27,157,25,L-Homocystine,DMB,Anticyclonic,0.2,127589.7097
2017-10-04T16:00:02,27,157,25,L-Homocystine,DMBnoB12,Anticyclonic,0.2,141051.6344
2017-10-04T16:00:03,27,157,25,L-Homocystine,DeepSeaWater,Anticyclonic,0.2,128286.3333
2017-10-04T16:00:04,27,157,25,L-Homocystine,noB12,Anticyclonic,0.2,119042.1935
2017-10-04T16:00:05,27,157,25,L-Homocystine,B12,Anticyclonic,0.2,108164.3871
2017-10-04T16:00:06,27,157,15,L-Homocystine,Time0,Anticyclonic,0.2,122683.7204
2017-10-04T16:00:07,27,157,25,L-Homocystine,Control,Anticyclonic,5,287642.5806
2017-10-04T16:00:08,27,157,25,L-Homocystine,DMB,Anticyclonic,5,432260.5914
2017-10-04T16:00:09,27,157,25,L-Homocystine,DMBnoB12,Anticyclonic,5,510209.4731
2017-10-04T16:00:10,27,157,25,L-Homocystine,DeepSeaWater,Anticyclonic,5,195277.8925
2017-10-04T16:00:11,27,157,25,L-Homocystine,noB12,Anticyclonic,5,621984.5161
2017-10-04T16:00:12,27,157,25,L-Homocystine,B12,Anticyclonic,5,151733.6129
2017-10-04T16:00:13,27,157,15,L-Homocystine,Time0,Anticyclonic,5,187920.3118
2017-07-04T08:55:00,25,-158.5,25,L-Hydroxylysine,Control,Cyclonic,0.2,20532.03919
2017-07-04T08:55:00,25,-158.5,25,L-Hydroxylysine,DMB,Cyclonic,0.2,5311.662168
2017-07-04T08:55:01,25,-158.5,25,L-Hydroxylysine,DMBnoB12,Cyclonic,0.2,12252.47416
2017-07-04T08:55:02,25,-158.5,25,L-Hydroxylysine,DeepSeaWater,Cyclonic,0.2,16576.64561
2017-07-04T08:55:03,25,-158.5,25,L-Hydroxylysine,noB12,Cyclonic,0.2,11912.95395
